sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
sly-MIR6025 MI0033697, 0.318182, 0.128788, 0.166667, 0.386364, 0.083969, 0.045802, 0.045802, 0.137405, 0.068702, 0.015267, 0.000000, 0.045802, 0.045802, 0.030534, 0.022901, 0.068702, 0.122137, 0.038168, 0.099237, 0.129771, 0.295455, 1.294118, 132.000000, 49.000000, 0.371212, 0.612245, 0.265306, 0.122449, 0.102041, 0.044218, 0.020408, 0.184874, 0.067227, 0.109244, 0.226891, 0.025210, 0.033613, 0.008403, 0.042017, 0.033613, 0.016807, 0.000000, 0.025210, 0.008403, 0.008403, 0.008403, 0.008403, 0.033613, 0.008403, 0.042017, 0.025210, 0.000000, 0.000000, 0.000000, 0.000000, 0.008403, 0.000000, 0.008403, 0.016807, 0.025210, 0.000000, 0.000000, 0.025210, -48.800000, -50.700000, 0.046087, 15.100000, 0.014394, 0.309294, -0.369697, -1.251282, -0.061616, -0.995918
aae-mir-11905 MI0037946, 0.242857, 0.228571, 0.300000, 0.228571, 0.057971, 0.072464, 0.086957, 0.028986, 0.057971, 0.028986, 0.101449, 0.028986, 0.028986, 0.086957, 0.072464, 0.115942, 0.101449, 0.043478, 0.028986, 0.057971, 0.528571, 1.312500, 70.000000, 23.000000, 0.328571, 0.391304, 0.521739, 0.086957, 0.130435, 0.173913, 0.028986, 0.086207, 0.120690, 0.120690, 0.120690, 0.034483, 0.034483, 0.051724, 0.034483, 0.034483, 0.000000, 0.034483, 0.017241, 0.034483, 0.017241, 0.017241, 0.000000, 0.034483, 0.034483, 0.051724, 0.034483, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017241, 0.034483, 0.017241, 0.017241, 0.000000, 0.000000, 0.000000, -23.400000, -24.430000, 0.188144, 6.210000, 0.014714, 0.225447, -0.334286, -0.632432, -0.111429, -1.017391
tch-mir-9-3 MI0031250, 0.262295, 0.131148, 0.262295, 0.344262, 0.083333, 0.016667, 0.100000, 0.066667, 0.016667, 0.016667, 0.016667, 0.083333, 0.066667, 0.033333, 0.050000, 0.116667, 0.100000, 0.066667, 0.100000, 0.066667, 0.393443, 2.000000, 61.000000, 23.000000, 0.377049, 0.608696, 0.260870, 0.130435, 0.304348, 0.130435, 0.065217, 0.188679, 0.113208, 0.132075, 0.207547, 0.037736, 0.000000, 0.018868, 0.018868, 0.018868, 0.018868, 0.056604, 0.018868, 0.018868, 0.000000, 0.000000, 0.000000, 0.018868, 0.000000, 0.000000, 0.056604, 0.000000, 0.000000, 0.018868, 0.018868, 0.000000, 0.018868, 0.000000, 0.000000, 0.000000, 0.000000, 0.018868, 0.000000, -26.600000, -27.790000, 0.144098, 5.280000, 0.019508, 0.221575, -0.436066, -1.108333, -0.218033, -1.156522
tch-mir-146a MI0031230, 0.241379, 0.189655, 0.258621, 0.310345, 0.070175, 0.035088, 0.087719, 0.052632, 0.087719, 0.035088, 0.017544, 0.052632, 0.087719, 0.017544, 0.035088, 0.105263, 0.000000, 0.105263, 0.122807, 0.087719, 0.448276, 1.363636, 58.000000, 22.000000, 0.379310, 0.500000, 0.318182, 0.181818, 0.250000, 0.159091, 0.090909, 0.212766, 0.106383, 0.170213, 0.234043, 0.000000, 0.000000, 0.021277, 0.063830, 0.021277, 0.021277, 0.021277, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.021277, 0.021277, 0.021277, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021277, 0.000000, 0.000000, 0.000000, -23.800000, -25.530000, 0.060009, 6.270000, 0.029828, 0.271410, -0.410345, -0.915385, -0.205172, -1.081818
gga-mir-3536 MI0015389, 0.269231, 0.230769, 0.269231, 0.230769, 0.077922, 0.064935, 0.077922, 0.051948, 0.064935, 0.038961, 0.025974, 0.090909, 0.051948, 0.090909, 0.064935, 0.064935, 0.077922, 0.038961, 0.090909, 0.025974, 0.500000, 1.166667, 78.000000, 28.000000, 0.358974, 0.428571, 0.500000, 0.071429, 0.107143, 0.125000, 0.017857, 0.086957, 0.130435, 0.144928, 0.115942, 0.014493, 0.028986, 0.043478, 0.043478, 0.043478, 0.014493, 0.000000, 0.028986, 0.043478, 0.000000, 0.014493, 0.000000, 0.072464, 0.014493, 0.014493, 0.043478, 0.000000, 0.000000, 0.000000, 0.000000, 0.028986, 0.014493, 0.014493, 0.000000, 0.014493, 0.000000, 0.028986, 0.000000, -29.500000, -30.560000, 0.180279, 3.770000, 0.013590, 0.115212, -0.378205, -0.756410, -0.094551, -1.053571
tch-mir-486 MI0031213, 0.161290, 0.354839, 0.290323, 0.193548, 0.000000, 0.032787, 0.098361, 0.032787, 0.081967, 0.131148, 0.049180, 0.098361, 0.049180, 0.114754, 0.081967, 0.049180, 0.032787, 0.081967, 0.065574, 0.000000, 0.645161, 0.818182, 62.000000, 25.000000, 0.403226, 0.320000, 0.680000, 0.000000, 0.320000, 0.680000, 0.000000, 0.134615, 0.288462, 0.288462, 0.115385, 0.019231, 0.019231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019231, 0.000000, 0.019231, 0.000000, 0.000000, 0.000000, 0.000000, 0.019231, 0.019231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019231, 0.000000, 0.000000, 0.019231, 0.000000, 0.019231, 0.000000, -47.900000, -48.840000, 0.218356, 3.420000, 0.015161, 0.135803, -0.772581, -1.197500, -0.772581, -1.916000
tch-mir-136 MI0031190, 0.214286, 0.232143, 0.160714, 0.392857, 0.036364, 0.036364, 0.018182, 0.127273, 0.072727, 0.036364, 0.036364, 0.090909, 0.072727, 0.018182, 0.018182, 0.054545, 0.018182, 0.145455, 0.090909, 0.127273, 0.392857, 0.692308, 56.000000, 19.000000, 0.339286, 0.578947, 0.368421, 0.052632, 0.192982, 0.122807, 0.017544, 0.186047, 0.116279, 0.139535, 0.209302, 0.000000, 0.023256, 0.046512, 0.023256, 0.000000, 0.023256, 0.000000, 0.000000, 0.000000, 0.023256, 0.000000, 0.046512, 0.023256, 0.023256, 0.000000, 0.023256, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.046512, 0.000000, 0.023256, 0.000000, 0.023256, -20.300000, -21.250000, 0.213065, 2.530000, 0.016964, 0.102290, -0.362500, -0.922727, -0.120833, -1.068421
aae-mir-11893-1 MI0037925, 0.296875, 0.187500, 0.171875, 0.343750, 0.079365, 0.063492, 0.063492, 0.095238, 0.015873, 0.031746, 0.047619, 0.079365, 0.079365, 0.015873, 0.015873, 0.063492, 0.126984, 0.079365, 0.031746, 0.111111, 0.359375, 0.916667, 64.000000, 21.000000, 0.328125, 0.571429, 0.380952, 0.047619, 0.142857, 0.095238, 0.011905, 0.150943, 0.094340, 0.075472, 0.132075, 0.037736, 0.018868, 0.037736, 0.056604, 0.037736, 0.037736, 0.000000, 0.000000, 0.037736, 0.000000, 0.000000, 0.037736, 0.037736, 0.018868, 0.037736, 0.056604, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018868, 0.018868, 0.037736, 0.018868, 0.000000, 0.000000, 0.000000, -18.600000, -19.990000, 0.104713, 6.510000, 0.021719, 0.233442, -0.290625, -0.808696, -0.072656, -0.885714
tch-mir-296 MI0031161, 0.111111, 0.259259, 0.351852, 0.277778, 0.018868, 0.000000, 0.075472, 0.018868, 0.037736, 0.132075, 0.000000, 0.094340, 0.037736, 0.056604, 0.169811, 0.094340, 0.000000, 0.075472, 0.113208, 0.075472, 0.611111, 1.357143, 54.000000, 22.000000, 0.407407, 0.227273, 0.545455, 0.227273, 0.113636, 0.272727, 0.113636, 0.085106, 0.127660, 0.212766, 0.127660, 0.000000, 0.042553, 0.063830, 0.042553, 0.021277, 0.042553, 0.021277, 0.063830, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.063830, 0.063830, 0.021277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -25.800000, -26.730000, 0.219743, 5.530000, 0.017222, 0.232904, -0.477778, -0.781818, -0.238889, -1.172727
tch-mir-99a MI0031223, 0.214286, 0.250000, 0.285714, 0.250000, 0.054545, 0.054545, 0.054545, 0.054545, 0.036364, 0.072727, 0.072727, 0.072727, 0.072727, 0.054545, 0.072727, 0.090909, 0.036364, 0.072727, 0.090909, 0.036364, 0.535714, 1.142857, 56.000000, 20.000000, 0.357143, 0.400000, 0.500000, 0.100000, 0.200000, 0.250000, 0.050000, 0.113636, 0.159091, 0.181818, 0.136364, 0.045455, 0.000000, 0.068182, 0.000000, 0.000000, 0.022727, 0.022727, 0.022727, 0.000000, 0.022727, 0.000000, 0.022727, 0.022727, 0.045455, 0.000000, 0.068182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.022727, 0.000000, 0.022727, 0.000000, 0.000000, 0.000000, 0.000000, -25.500000, -26.620000, 0.162078, 6.050000, 0.020000, 0.242455, -0.455357, -0.850000, -0.227679, -1.275000
hsa-mir-103a-2 MI0000108, 0.243590, 0.217949, 0.230769, 0.307692, 0.051948, 0.038961, 0.103896, 0.038961, 0.116883, 0.025974, 0.000000, 0.077922, 0.025974, 0.103896, 0.038961, 0.064935, 0.051948, 0.051948, 0.090909, 0.116883, 0.448718, 1.058824, 78.000000, 29.000000, 0.371795, 0.482759, 0.448276, 0.068966, 0.241379, 0.224138, 0.034483, 0.144928, 0.101449, 0.159420, 0.130435, 0.014493, 0.043478, 0.028986, 0.043478, 0.014493, 0.028986, 0.043478, 0.043478, 0.000000, 0.014493, 0.000000, 0.014493, 0.028986, 0.028986, 0.014493, 0.057971, 0.014493, 0.000000, 0.000000, 0.000000, 0.014493, 0.000000, 0.000000, 0.014493, 0.000000, 0.000000, 0.000000, 0.000000, -28.100000, -30.460000, 0.021558, 8.990000, 0.030256, 0.273863, -0.360256, -0.802857, -0.180128, -0.968966
sly-MIR530 MI0033685, 0.287356, 0.183908, 0.229885, 0.298851, 0.093023, 0.046512, 0.069767, 0.069767, 0.081395, 0.023256, 0.046512, 0.034884, 0.046512, 0.069767, 0.023256, 0.093023, 0.069767, 0.046512, 0.093023, 0.093023, 0.413793, 1.250000, 87.000000, 30.000000, 0.344828, 0.533333, 0.400000, 0.066667, 0.177778, 0.133333, 0.022222, 0.135135, 0.148649, 0.162162, 0.148649, 0.027027, 0.000000, 0.013514, 0.054054, 0.013514, 0.000000, 0.013514, 0.000000, 0.013514, 0.013514, 0.013514, 0.027027, 0.040541, 0.013514, 0.013514, 0.027027, 0.000000, 0.000000, 0.000000, 0.000000, 0.027027, 0.013514, 0.013514, 0.013514, 0.040541, 0.000000, 0.000000, 0.013514, -42.700000, -43.380000, 0.331780, 2.320000, 0.007816, 0.074647, -0.490805, -1.186111, -0.163602, -1.423333
cst-MIR11331 MI0036482, 0.240741, 0.166667, 0.240741, 0.351852, 0.065421, 0.018692, 0.084112, 0.074766, 0.028037, 0.028037, 0.028037, 0.084112, 0.065421, 0.056075, 0.046729, 0.074766, 0.084112, 0.065421, 0.074766, 0.121495, 0.407407, 1.444444, 108.000000, 40.000000, 0.370370, 0.475000, 0.375000, 0.150000, 0.095000, 0.075000, 0.030000, 0.141509, 0.122642, 0.132075, 0.169811, 0.018868, 0.009434, 0.037736, 0.018868, 0.000000, 0.009434, 0.009434, 0.018868, 0.009434, 0.018868, 0.009434, 0.009434, 0.018868, 0.009434, 0.018868, 0.037736, 0.000000, 0.000000, 0.000000, 0.000000, 0.018868, 0.000000, 0.018868, 0.009434, 0.037736, 0.000000, 0.009434, 0.084906, -34.600000, -36.780000, 0.029114, 11.300000, 0.020185, 0.340267, -0.320370, -0.786364, -0.064074, -0.865000
tch-mir-9-2 MI0031238, 0.295082, 0.196721, 0.229508, 0.278689, 0.083333, 0.033333, 0.116667, 0.066667, 0.050000, 0.050000, 0.033333, 0.066667, 0.066667, 0.066667, 0.016667, 0.083333, 0.100000, 0.050000, 0.066667, 0.050000, 0.426230, 1.166667, 61.000000, 22.000000, 0.360656, 0.590909, 0.363636, 0.045455, 0.295455, 0.181818, 0.022727, 0.176471, 0.117647, 0.137255, 0.196078, 0.058824, 0.019608, 0.000000, 0.019608, 0.019608, 0.000000, 0.019608, 0.000000, 0.019608, 0.019608, 0.019608, 0.000000, 0.019608, 0.000000, 0.019608, 0.058824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019608, 0.019608, 0.019608, 0.000000, 0.000000, 0.019608, 0.000000, -30.000000, -30.570000, 0.393450, 2.720000, 0.009344, 0.114736, -0.491803, -1.153846, -0.245902, -1.363636
gga-mir-92-1 MI0001179, 0.128205, 0.205128, 0.307692, 0.358974, 0.012987, 0.038961, 0.038961, 0.038961, 0.064935, 0.038961, 0.025974, 0.077922, 0.025974, 0.064935, 0.090909, 0.116883, 0.025974, 0.051948, 0.155844, 0.129870, 0.512821, 1.500000, 78.000000, 28.000000, 0.358974, 0.321429, 0.428571, 0.250000, 0.160714, 0.214286, 0.125000, 0.088235, 0.161765, 0.205882, 0.132353, 0.000000, 0.000000, 0.014706, 0.088235, 0.000000, 0.014706, 0.000000, 0.029412, 0.014706, 0.000000, 0.014706, 0.029412, 0.044118, 0.000000, 0.044118, 0.014706, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.014706, 0.014706, 0.029412, 0.000000, 0.000000, 0.014706, 0.029412, -34.400000, -36.860000, 0.018403, 8.760000, 0.031538, 0.296246, -0.441026, -0.860000, -0.220513, -1.228571
tch-mir-28 MI0031226, 0.209677, 0.241935, 0.225806, 0.322581, 0.016393, 0.049180, 0.098361, 0.032787, 0.049180, 0.049180, 0.000000, 0.147541, 0.098361, 0.049180, 0.032787, 0.049180, 0.032787, 0.098361, 0.098361, 0.098361, 0.467742, 0.933333, 62.000000, 20.000000, 0.322581, 0.500000, 0.450000, 0.050000, 0.250000, 0.225000, 0.025000, 0.166667, 0.190476, 0.214286, 0.190476, 0.047619, 0.000000, 0.000000, 0.023810, 0.000000, 0.023810, 0.000000, 0.023810, 0.000000, 0.000000, 0.023810, 0.000000, 0.023810, 0.000000, 0.000000, 0.047619, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023810, 0.000000, -31.900000, -32.470000, 0.397256, 1.770000, 0.009194, 0.093779, -0.514516, -1.100000, -0.257258, -1.595000
tch-mir-9771e MI0031180, 0.365385, 0.134615, 0.173077, 0.326923, 0.117647, 0.058824, 0.078431, 0.098039, 0.078431, 0.000000, 0.000000, 0.058824, 0.098039, 0.019608, 0.000000, 0.058824, 0.058824, 0.058824, 0.098039, 0.117647, 0.307692, 1.285714, 52.000000, 19.000000, 0.365385, 0.736842, 0.263158, 0.000000, 0.368421, 0.131579, 0.000000, 0.238095, 0.119048, 0.119048, 0.238095, 0.047619, 0.000000, 0.000000, 0.023810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023810, 0.047619, 0.000000, 0.000000, 0.000000, 0.000000, 0.047619, 0.000000, 0.000000, 0.000000, 0.000000, 0.047619, 0.000000, 0.000000, 0.000000, 0.000000, 0.023810, 0.000000, 0.023810, -21.300000, -21.840000, 0.415431, 4.970000, 0.010385, 0.285049, -0.409615, -1.331250, -0.204808, -1.121053
tch-mir-369 MI0031204, 0.250000, 0.160714, 0.178571, 0.410714, 0.036364, 0.054545, 0.018182, 0.145455, 0.018182, 0.018182, 0.072727, 0.054545, 0.090909, 0.018182, 0.018182, 0.054545, 0.090909, 0.072727, 0.072727, 0.163636, 0.339286, 1.111111, 56.000000, 19.000000, 0.339286, 0.526316, 0.368421, 0.105263, 0.263158, 0.184211, 0.052632, 0.175000, 0.150000, 0.200000, 0.225000, 0.025000, 0.000000, 0.000000, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025000, 0.000000, 0.000000, 0.050000, 0.025000, 0.000000, 0.000000, 0.025000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025000, 0.000000, 0.000000, 0.025000, 0.000000, 0.000000, 0.000000, 0.000000, -22.300000, -23.110000, 0.267615, 2.260000, 0.014464, 0.113482, -0.398214, -1.173684, -0.199107, -1.173684
aae-mir-11909-2 MI0037952, 0.300000, 0.225000, 0.200000, 0.275000, 0.075949, 0.050633, 0.037975, 0.139241, 0.088608, 0.050633, 0.063291, 0.025316, 0.025316, 0.088608, 0.050633, 0.037975, 0.113924, 0.037975, 0.037975, 0.075949, 0.425000, 0.888889, 80.000000, 21.000000, 0.262500, 0.523810, 0.380952, 0.095238, 0.261905, 0.190476, 0.047619, 0.107692, 0.092308, 0.092308, 0.169231, 0.015385, 0.015385, 0.030769, 0.015385, 0.000000, 0.015385, 0.000000, 0.000000, 0.015385, 0.000000, 0.015385, 0.030769, 0.046154, 0.015385, 0.015385, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030769, 0.015385, 0.000000, 0.015385, 0.076923, 0.076923, 0.046154, 0.046154, -20.800000, -22.140000, 0.113379, 7.340000, 0.016750, 0.281051, -0.260000, -0.611765, -0.130000, -0.990476
tch-mir-326 MI0031269, 0.096774, 0.290323, 0.387097, 0.225806, 0.016393, 0.000000, 0.065574, 0.016393, 0.032787, 0.098361, 0.049180, 0.098361, 0.049180, 0.114754, 0.180328, 0.049180, 0.000000, 0.081967, 0.098361, 0.049180, 0.677419, 1.333333, 62.000000, 22.000000, 0.354839, 0.181818, 0.636364, 0.181818, 0.045455, 0.159091, 0.045455, 0.018182, 0.200000, 0.236364, 0.054545, 0.036364, 0.018182, 0.036364, 0.036364, 0.000000, 0.018182, 0.000000, 0.018182, 0.018182, 0.018182, 0.036364, 0.018182, 0.018182, 0.036364, 0.036364, 0.018182, 0.000000, 0.000000, 0.000000, 0.000000, 0.018182, 0.000000, 0.018182, 0.036364, 0.000000, 0.018182, 0.018182, 0.018182, -32.800000, -34.270000, 0.092565, 10.290000, 0.023710, 0.472353, -0.529032, -0.780952, -0.132258, -1.490909
tch-mir-210 MI0031123, 0.166667, 0.400000, 0.283333, 0.150000, 0.000000, 0.118644, 0.033898, 0.000000, 0.101695, 0.118644, 0.084746, 0.101695, 0.050847, 0.152542, 0.033898, 0.050847, 0.000000, 0.016949, 0.135593, 0.000000, 0.683333, 0.708333, 60.000000, 22.000000, 0.366667, 0.272727, 0.681818, 0.045455, 0.136364, 0.340909, 0.022727, 0.056604, 0.150943, 0.113208, 0.075472, 0.037736, 0.018868, 0.113208, 0.018868, 0.056604, 0.094340, 0.000000, 0.018868, 0.000000, 0.018868, 0.018868, 0.000000, 0.000000, 0.075472, 0.056604, 0.037736, 0.000000, 0.018868, 0.000000, 0.000000, 0.000000, 0.018868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -24.700000, -25.130000, 0.499382, 3.520000, 0.007167, 0.148685, -0.411667, -0.602439, -0.205833, -1.122727
tch-mir-200a MI0031125, 0.220339, 0.271186, 0.220339, 0.288136, 0.051724, 0.120690, 0.017241, 0.034483, 0.068966, 0.017241, 0.051724, 0.137931, 0.051724, 0.034483, 0.068966, 0.068966, 0.051724, 0.086207, 0.086207, 0.051724, 0.491525, 0.812500, 59.000000, 23.000000, 0.389831, 0.434783, 0.434783, 0.130435, 0.144928, 0.144928, 0.043478, 0.166667, 0.166667, 0.166667, 0.208333, 0.041667, 0.000000, 0.062500, 0.000000, 0.020833, 0.062500, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020833, 0.000000, 0.020833, 0.020833, 0.041667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -27.700000, -28.210000, 0.438496, 2.530000, 0.008644, 0.122115, -0.469492, -0.955172, -0.156497, -1.204348
mcmv-mir-M23-1 MI0006252, 0.136364, 0.287879, 0.393939, 0.181818, 0.030769, 0.061538, 0.030769, 0.015385, 0.015385, 0.092308, 0.123077, 0.061538, 0.061538, 0.076923, 0.153846, 0.092308, 0.030769, 0.046154, 0.092308, 0.015385, 0.681818, 1.368421, 66.000000, 23.000000, 0.348485, 0.217391, 0.739130, 0.043478, 0.054348, 0.184783, 0.010870, 0.058824, 0.215686, 0.254902, 0.058824, 0.019608, 0.019608, 0.039216, 0.019608, 0.019608, 0.019608, 0.058824, 0.000000, 0.000000, 0.000000, 0.019608, 0.019608, 0.000000, 0.058824, 0.019608, 0.019608, 0.000000, 0.019608, 0.019608, 0.000000, 0.019608, 0.019608, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -36.900000, -38.030000, 0.160705, 7.450000, 0.017121, 0.314960, -0.559091, -0.820000, -0.139773, -1.604348
gga-mir-301a MI0001240, 0.258065, 0.215054, 0.225806, 0.301075, 0.097826, 0.043478, 0.043478, 0.076087, 0.097826, 0.010870, 0.010870, 0.086957, 0.010870, 0.097826, 0.043478, 0.076087, 0.054348, 0.065217, 0.130435, 0.054348, 0.440860, 1.050000, 93.000000, 29.000000, 0.311828, 0.448276, 0.413793, 0.137931, 0.112069, 0.103448, 0.034483, 0.080000, 0.120000, 0.146667, 0.133333, 0.026667, 0.013333, 0.040000, 0.053333, 0.026667, 0.026667, 0.000000, 0.026667, 0.026667, 0.013333, 0.000000, 0.000000, 0.053333, 0.026667, 0.026667, 0.026667, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.000000, 0.013333, 0.026667, 0.000000, 0.013333, 0.026667, 0.040000, -31.200000, -32.710000, 0.086591, 9.250000, 0.016237, 0.262387, -0.335484, -0.760976, -0.083871, -1.075862
aae-mir-11897b MI0037938, 0.311475, 0.163934, 0.180328, 0.344262, 0.050000, 0.033333, 0.083333, 0.150000, 0.083333, 0.016667, 0.016667, 0.050000, 0.066667, 0.066667, 0.016667, 0.033333, 0.100000, 0.050000, 0.066667, 0.116667, 0.344262, 1.100000, 61.000000, 28.000000, 0.459016, 0.642857, 0.285714, 0.071429, 0.321429, 0.142857, 0.035714, 0.277778, 0.129630, 0.166667, 0.314815, 0.018519, 0.018519, 0.000000, 0.000000, 0.018519, 0.000000, 0.018519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018519, 0.018519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -36.600000, -37.220000, 0.367791, 1.410000, 0.010164, 0.040157, -0.600000, -1.742857, -0.300000, -1.307143
aae-mir-11907 MI0037948, 0.222222, 0.238095, 0.285714, 0.253968, 0.112903, 0.032258, 0.048387, 0.032258, 0.032258, 0.080645, 0.080645, 0.032258, 0.048387, 0.064516, 0.096774, 0.080645, 0.032258, 0.064516, 0.048387, 0.112903, 0.523810, 1.200000, 63.000000, 26.000000, 0.412698, 0.461538, 0.461538, 0.076923, 0.461538, 0.461538, 0.076923, 0.250000, 0.208333, 0.250000, 0.291667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -43.800000, -44.550000, 0.297568, 1.890000, 0.011905, 0.081423, -0.695238, -1.327273, -0.695238, -1.684615
tch-mir-193a-1 MI0031248, 0.196429, 0.196429, 0.339286, 0.267857, 0.072727, 0.036364, 0.072727, 0.018182, 0.072727, 0.054545, 0.018182, 0.054545, 0.036364, 0.054545, 0.145455, 0.109091, 0.018182, 0.054545, 0.109091, 0.072727, 0.535714, 1.727273, 56.000000, 19.000000, 0.339286, 0.368421, 0.526316, 0.105263, 0.092105, 0.131579, 0.026316, 0.090909, 0.113636, 0.113636, 0.090909, 0.045455, 0.022727, 0.090909, 0.045455, 0.090909, 0.022727, 0.022727, 0.045455, 0.000000, 0.000000, 0.022727, 0.000000, 0.022727, 0.090909, 0.045455, 0.022727, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -23.600000, -23.930000, 0.587435, 0.980000, 0.005893, 0.034002, -0.421429, -0.786667, -0.105357, -1.242105
mja-mir-6492 MI0022069, 0.225225, 0.297297, 0.297297, 0.180180, 0.063636, 0.027273, 0.100000, 0.036364, 0.036364, 0.118182, 0.090909, 0.045455, 0.081818, 0.090909, 0.072727, 0.054545, 0.036364, 0.063636, 0.036364, 0.045455, 0.594595, 1.000000, 111.000000, 34.000000, 0.306306, 0.264706, 0.676471, 0.058824, 0.066176, 0.169118, 0.014706, 0.028846, 0.105769, 0.115385, 0.038462, 0.019231, 0.076923, 0.048077, 0.028846, 0.038462, 0.009615, 0.038462, 0.000000, 0.038462, 0.009615, 0.009615, 0.028846, 0.038462, 0.028846, 0.067308, 0.038462, 0.000000, 0.000000, 0.000000, 0.000000, 0.038462, 0.009615, 0.019231, 0.019231, 0.028846, 0.048077, 0.009615, 0.019231, -38.000000, -40.860000, 0.009679, 13.840000, 0.025766, 0.344420, -0.342342, -0.575758, -0.085586, -1.117647
mcmv-mir-m88-1 MI0006259, 0.169014, 0.281690, 0.323944, 0.225352, 0.014286, 0.042857, 0.042857, 0.071429, 0.028571, 0.085714, 0.142857, 0.028571, 0.100000, 0.071429, 0.085714, 0.071429, 0.014286, 0.085714, 0.057143, 0.057143, 0.605634, 1.150000, 71.000000, 27.000000, 0.380282, 0.296296, 0.592593, 0.111111, 0.148148, 0.296296, 0.055556, 0.063492, 0.174603, 0.238095, 0.111111, 0.015873, 0.031746, 0.031746, 0.015873, 0.015873, 0.000000, 0.000000, 0.000000, 0.031746, 0.015873, 0.031746, 0.015873, 0.015873, 0.047619, 0.015873, 0.015873, 0.000000, 0.000000, 0.015873, 0.000000, 0.015873, 0.047619, 0.031746, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -41.000000, -41.780000, 0.284252, 6.500000, 0.010986, 0.231307, -0.577465, -0.953488, -0.288732, -1.518519
